tripid,haulno,gear,faddescription,shotdate,shottime,shotdepth,shotlatdeg,shotlatmins,shotlondeg,shotlonmins,hauldate,haulquarter,haultime,hauldepth,haullatdeg,haullatmins,haullondeg,haullonmins,icesdivision,haulicesrectangle,haulwindspeed,haulwindbeaufort,haulwinddirectiion,haulwindcompass,towduration,towcorrection,BAIT_TYPE,CETACEAN_MITIGATION_DEVICES,CHAIN_MAT,COD_END_MESH_MM,COD_END_TWINE_CONSTRUCTION,COD_END_TWINE_DIA_MM,COMBINED_BEAM_LENGTH_M,COMBINED_FISHING_LINE_LENGTHM,CONDITION_OF_NET,DOOR_SPREAD_ESTM,ENTRANCE_SIZE_MM,ESTIMATED_DOOR_SPREAD_M,FOOTROPE_LENGTH_M,GILLNET_TWINE_CONSTRUCTION,GILLNET_TWINE_DIAMETER_MM,HANGING_RATIO,HANGING_RATIO_3,HEADROPE_LENGTH_M,HOOK_SIZE,INDIVIDUAL_BEAM_LENGTH_M,INNER_MESH_SIZE_MM,INNER_TWINE_DIAMETER,LENGTH_OF_FISHING_LINE_M,LENGTH_OF_STRING_M,LENGTH_OF_TIER_OR_FLEET_M,MESH_SIZE_IN_DIAMOND_PANEL_MM,MESH_SIZE_IN_SQUARE_MESH_PANEL_MM,MESH_SIZE_MM,MESHES_DEEP_INNER_ONLY_NET,MESHES_DEEP_OUTER_NET,NUMBER_OF_HOOKS_IN_STRING,NUMBER_OF_LINES,NUMBER_OF_NETS_IN_TIER,NUMBER_OF_POTS_IN_STRING,NUMBER_OF_TEETH_ON_A_SINGLE_DREDGE,NUMBER_OF_TICKLER_CHAINS,OUTER_MESH_SIZE_MM,OUTER_TWINE_DIAMETER,RING_DIAMETER_MM,SELECTIVITY,SELECTIVITY_DEVICE,SPREAD_BETWEEN_VESSELS_ESTM,SQUARE_MESH_SIZE_MM,TOTAL_NUMBER_OF_DREDGES_USED,VEIL_MESH_SIZE_MM,WIDTH_OD_INDIVIDUAL_DREDGE_M,WIDTH_OF_INDIVIDUAL_DREDGE_M,CHECK
BR621GN,1,52,Trammel net,19/11/2021,07:37:00,7.6,50,48,0,-7,20/11/2021,4,07:37:00,7.6,50,48,0,-7,VIID,30E9,NULL,01-Feb,NULL,WNW,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,MONOFILAMENT,0.4,0.5,NULL,457,NULL,NULL,114,0.4,NULL,NULL,457,NULL,NULL,NULL,20,2,NULL,NULL,5,NULL,NULL,NULL,609,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR621GN,2,52,Trammel net,19/11/2021,08:20:00,11.8,50,48,0,-4,20/11/2021,4,08:20:00,11.8,50,48,0,-4,VIID,30E9,NULL,01-Feb,NULL,WNW,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,MONOFILAMENT,0.4,0.5,NULL,457,NULL,NULL,114,0.4,NULL,NULL,457,NULL,NULL,NULL,20,2,NULL,NULL,5,NULL,NULL,NULL,609,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR621GN,3,52,Trammel net,19/11/2021,08:46:00,13.3,50,47,0,-3,20/11/2021,4,08:46:00,13.3,50,47,0,-3,VIID,30E9,NULL,01-Feb,NULL,WNW,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,MONOFILAMENT,0.4,0.5,NULL,457,NULL,NULL,114,0.4,NULL,NULL,457,NULL,NULL,NULL,20,2,NULL,NULL,5,NULL,NULL,NULL,609,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR621GN,4,52,Trammel net,19/11/2021,09:19:00,16.6,50,47,0,-2,20/11/2021,4,09:19:00,16.6,50,47,0,-2,VIID,30E9,NULL,01-Feb,NULL,WNW,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,MONOFILAMENT,0.4,0.5,NULL,457,NULL,NULL,114,0.4,NULL,NULL,457,NULL,NULL,NULL,20,2,NULL,NULL,5,NULL,NULL,NULL,609,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR622GN,1,52,Trammel net,31/05/2022,05:00:00,20.6,50,44,0,-5,01/06/2022,2,05:00:00,20.6,50,44,0,-5,VIID,30E9,NULL,NULL,NULL,NULL,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,25,2,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR622GN,2,52,Trammel net,31/05/2022,05:31:00,20.1,50,44,0,-5,01/06/2022,2,05:31:00,20.1,50,44,0,-5,VIID,30E9,NULL,NULL,NULL,NULL,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,25,2,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR622GN,3,52,Trammel net,31/05/2022,06:02:00,NULL,50,44,0,-6,01/06/2022,2,06:02:00,NULL,50,44,0,-6,VIID,30E9,NULL,NULL,NULL,NULL,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,25,2,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR622GN,4,52,Trammel net,31/05/2022,06:40:00,20.2,50,44,0,-6,01/06/2022,2,06:40:00,20.2,50,44,0,-6,VIID,30E9,NULL,NULL,NULL,NULL,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,25,2,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR622GN,5,52,Trammel net,31/05/2022,07:15:00,21.2,50,44,0,-6,01/06/2022,2,07:15:00,21.2,50,44,0,-6,VIID,30E9,NULL,NULL,NULL,NULL,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,25,2,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR622GN,6,52,Trammel net,31/05/2022,07:50:00,21.5,50,4,0,-6,01/06/2022,2,07:50:00,21.5,50,4,0,-6,VIID,29E9,NULL,NULL,NULL,NULL,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,25,2,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR622GN,7,52,Trammel net,31/05/2022,08:25:00,21,50,44,0,-5,01/06/2022,2,08:25:00,21,50,44,0,-5,VIID,30E9,NULL,NULL,NULL,NULL,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,25,2,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR622GN,8,52,Trammel net,31/05/2022,08:45:00,20.6,50,44,0,-4,01/06/2022,2,08:45:00,20.6,50,44,0,-4,VIID,30E9,NULL,NULL,NULL,NULL,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,25,2,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR623GN,1,53,Tangle net,21/08/2023,05:15:00,16,50,47,0,-3,22/08/2023,3,05:15:00,16,50,47,0,-3,VIID,30E9,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,1.2,0.6,NULL,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,92,17,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR623GN,2,53,Tangle net,21/08/2023,05:50:00,16,50,47,0,-4,22/08/2023,3,05:50:00,16,50,47,0,-4,VIID,30E9,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,1.2,0.6,NULL,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,92,17,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR623GN,3,53,Tangle net,21/08/2023,06:15:00,16,50,47,0,-4,22/08/2023,3,06:15:00,16,50,47,0,-4,VIID,30E9,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,1.2,0.6,NULL,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,92,17,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR623GN,4,53,Tangle net,21/08/2023,06:55:00,16,50,47,0,-5,22/08/2023,3,06:55:00,16,50,47,0,-5,VIID,30E9,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,1.2,0.6,NULL,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,92,17,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR623GN,5,53,Tangle net,21/08/2023,07:40:00,16,50,47,0,-4,22/08/2023,3,07:40:00,16,50,47,0,-4,VIID,30E9,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,1.2,0.6,NULL,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,92,17,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR623GN,6,53,Tangle net,21/08/2023,08:20:00,16,50,47,0,-4,22/08/2023,3,08:20:00,16,50,47,0,-4,VIID,30E9,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,1.2,0.6,NULL,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,92,17,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR623GN,7,53,Tangle net,21/08/2023,08:40:00,16,50,47,0,-4,22/08/2023,3,08:40:00,16,50,47,0,-4,VIID,30E9,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,1.2,0.6,NULL,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,92,17,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR722GN,1,52,Trammel net,01/06/2022,05:00:00,17,50,46,0,-3,02/06/2022,2,05:00:00,17,50,46,0,-3,VIID,30E9,NULL,02-Mar,NULL,E  ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,2,25,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR722GN,2,52,Trammel net,01/06/2022,05:57:00,15.4,50,46,0,-3,02/06/2022,2,05:57:00,15.4,50,46,0,-3,VIID,30E9,NULL,02-Mar,NULL,E  ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,2,25,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR722GN,3,52,Trammel net,01/06/2022,06:19:00,15,50,46,0,-4,02/06/2022,2,06:19:00,15,50,46,0,-4,VIID,30E9,NULL,02-Mar,NULL,E  ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,2,25,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR722GN,4,52,Trammel net,01/06/2022,06:45:00,15,50,46,0,-4,02/06/2022,2,06:45:00,15,50,46,0,-4,VIID,30E9,NULL,02-Mar,NULL,E  ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,2,25,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR722GN,5,52,Trammel net,01/06/2022,07:04:00,NULL,50,46,0,-5,02/06/2022,2,07:04:00,NULL,50,46,0,-5,VIID,30E9,NULL,02-Mar,NULL,E  ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,2,25,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR722GN,6,52,Trammel net,01/06/2022,08:23:00,17,50,45,0,-5,02/06/2022,2,08:23:00,17,50,45,0,-5,VIID,30E9,NULL,02-Mar,NULL,E  ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,2,25,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR722GN,7,52,Trammel net,01/06/2022,08:45:00,17.5,50,45,0,-4,02/06/2022,2,08:45:00,17.5,50,45,0,-4,VIID,30E9,NULL,03-Apr,NULL,E  ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,2,25,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR722GN,8,52,Trammel net,01/06/2022,09:23:00,18,50,45,0,-4,02/06/2022,2,09:23:00,18,50,45,0,-4,VIID,30E9,NULL,03-Apr,NULL,E  ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,2,25,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR722GN,9,52,Trammel net,01/06/2022,09:42:00,18,50,45,0,-3,02/06/2022,2,09:42:00,18,50,45,0,-3,VIID,30E9,NULL,03-Apr,NULL,E  ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,457,NYLON (POLYAMIDE),0.7,0.5,NULL,457,NULL,NULL,92,NULL,NULL,NULL,457,NULL,NULL,NULL,2,25,NULL,NULL,5,NULL,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR822GN,1,53,Tangle net,25/08/2022,03:30:00,11,50,48,0,-4,25/08/2022,3,05:35:00,11,50,47,0,-3,VIID,30E9,NULL,04-May,NULL,E  ,125,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,NYLON (POLYAMIDE),0.4,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,95,15,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR822GN,2,53,Tangle net,25/08/2022,03:45:00,11.9,50,47,0,-3,25/08/2022,3,05:50:00,11.9,50,47,0,-4,VIID,30E9,NULL,04-May,NULL,E  ,125,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,NYLON (POLYAMIDE),0.4,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,95,15,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR822GN,3,53,Tangle net,25/08/2022,04:00:00,11.8,50,47,0,-3,25/08/2022,3,06:04:00,11.8,50,47,0,-3,VIID,30E9,NULL,04-May,NULL,E  ,124,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,NYLON (POLYAMIDE),0.4,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,92,15,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR822GN,4,53,Tangle net,25/08/2022,04:20:00,12.8,50,47,0,-2,25/08/2022,3,06:20:00,12.8,50,47,0,-2,VIID,30E9,NULL,04-May,NULL,E  ,120,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,NYLON (POLYAMIDE),0.4,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,95,15,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR822GN,5,53,Tangle net,25/08/2022,04:35:00,10.5,50,48,0,-4,25/08/2022,3,07:31:00,10.5,50,48,0,-3,VIID,30E9,NULL,04-May,NULL,W  ,176,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,NYLON (POLYAMIDE),0.4,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,95,15,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR822GN,6,53,Tangle net,25/08/2022,04:50:00,11.2,50,47,0,-3,25/08/2022,3,07:32:00,11.2,50,47,0,-3,VIID,30E9,NULL,04-May,NULL,E  ,162,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,NYLON (POLYAMIDE),0.4,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,92,15,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR822GN,7,53,Tangle net,25/08/2022,05:05:00,12.2,50,47,0,-3,25/08/2022,3,07:55:00,12.2,50,47,0,-3,VIID,30E9,NULL,04-May,NULL,W  ,170,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,NYLON (POLYAMIDE),0.4,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,95,15,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR822GN,8,53,Tangle net,25/08/2022,05:05:00,13.1,50,47,0,-2,25/08/2022,3,08:05:00,13.1,50,47,0,-2,VIID,30E9,NULL,04-May,NULL,E  ,120,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,NYLON (POLYAMIDE),0.4,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,92,15,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR922GN,1,52,Trammel net,12/11/2022,05:30:00,9,50,47,0,-3,13/11/2022,4,05:30:00,9,50,47,0,-3,VIID,30E9,NULL,03-Apr,NULL,SW ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,0.4,0.4,NULL,510,NULL,NULL,114,0.4,NULL,NULL,500,NULL,NULL,NULL,25,2.5,NULL,NULL,5,NULL,NULL,NULL,610,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR922GN,2,52,Trammel net,12/11/2022,05:55:00,9,50,47,0,-3,13/11/2022,4,05:55:00,9,50,47,0,-3,VIID,30E9,NULL,03-Apr,NULL,SW ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,0.4,0.4,NULL,510,NULL,NULL,114,0.4,NULL,NULL,500,NULL,NULL,NULL,25,2.5,NULL,NULL,5,NULL,NULL,NULL,610,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR922GN,3,52,Trammel net,12/11/2022,06:35:00,9,50,47,0,-2,13/11/2022,4,06:35:00,9,50,47,0,-2,VIID,30E9,NULL,03-Apr,NULL,SW ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,0.4,0.4,NULL,510,NULL,NULL,114,0.4,NULL,NULL,500,NULL,NULL,NULL,25,2.5,NULL,NULL,5,NULL,NULL,NULL,610,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR922GN,4,52,Trammel net,12/11/2022,07:30:00,3,50,47,0,0,13/11/2022,4,07:30:00,3,50,47,0,0,VIID,30E9,NULL,03-Apr,NULL,SW ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,0.4,0.6,NULL,510,NULL,NULL,114,0.4,NULL,NULL,500,NULL,NULL,NULL,25,2.5,NULL,NULL,5,NULL,NULL,NULL,610,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR922GN,5,52,Trammel net,12/11/2022,08:05:00,3,50,47,0,-2,13/11/2022,4,08:05:00,3,50,47,0,-2,VIID,30E9,NULL,03-Apr,NULL,SW ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,0.4,0.6,NULL,510,NULL,NULL,114,0.4,NULL,NULL,500,NULL,NULL,NULL,25,2.5,NULL,NULL,5,NULL,NULL,NULL,610,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR922GN,6,52,Trammel net,12/11/2022,08:30:00,3,50,47,0,-1,13/11/2022,4,08:30:00,3,50,47,0,-1,VIID,30E9,NULL,03-Apr,NULL,SW ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,0.4,0.6,NULL,510,NULL,NULL,114,0.4,NULL,NULL,500,NULL,NULL,NULL,25,2.5,NULL,NULL,5,NULL,NULL,NULL,610,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR922GN,7,52,Trammel net,12/11/2022,09:00:00,3,50,47,0,-1,13/11/2022,4,09:00:00,3,50,47,0,-1,VIID,30E9,NULL,03-Apr,NULL,SW ,1440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,510,MONOFILAMENT,0.4,0.6,NULL,510,NULL,NULL,114,0.4,NULL,NULL,500,NULL,NULL,NULL,25,2.5,NULL,NULL,5,NULL,NULL,NULL,610,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
