TripIdentifier,HaulNo,SFSGear,faddescription,shotdate,shottime,shotdepth,shotlatdeg,shotlatmins,shotlondeg,shotlonmins,hauldate,haulquarter,haultime,hauldepth,haullatdeg,haullatmins,haullondeg,haullonmins,icesdivision,haulicesrectangle,TowDurationMin,TowCorrectionMin,BaitTypeId,CetaceanMitigationDeviceId,ChainMat,CodEndMeshMm,CodEndTwineConstructionId,CodEndTwineDiameterMm,CombinedBeamLengthM,CombinedFishingLineLengthM,NetConditionId,DoorSpreadM,EntranceSizeMm,WingSpreadM,FootRopeLengthM,GillnetTwineConstructionId,GillnetTwineDiameterMm,HangingRatio,HeadRopeLengthM,HookSizeId,IndividualBeamLengthM,InnerMeshSizeMm,InnerTwineDiameterMm,LengthOfFishingLineM,LengthOfStringM,LengthOfTierOrFleetM,MeshSizeInDiamondPanelMm,MeshSizeInSqualreMeshPanelMm,MeshSizeMm,MeshesDeepInnerOnlyNet,MeshesDeepOuterNet,NetOpeningM,NumberOfDredgesPerBeam,NumberOfHooksInString,NumberOfLines,NumberOfNetsInTier,NumberOfPotsInString,NumberOfPotsSampled,NumberOfTeethOnSingleDredge,NumberOfTicklerChains,OuterMeshSizeMm,OuterTwineDiameterMm,RingDiameterMm,SelectivityDeviceId,SpreadBetweenVesselEstimateM,SweepLengthM,TicklerCountId,TotalNumberOfDredgesUsed,VeilMeshSizeMm,WarpDensityKgPerM,WarpDiameterMm,WarpLengthM,WidthOfIndividualDredgeM,WingSpreadM,CHECK
BM1023BT,47,2,Beam Trawl Unspecified,30/09/2023,11:25:00,56,50,9,-3,-2,30/09/2023,3,13:40:00,64.1,50,4,-3,-12,VIIe,29E6,135,0,NULL,NULL,1,90,8,4.5,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM1023BT,49,2,Beam Trawl Unspecified,30/09/2023,16:30:00,63,50,3,-3,-17,30/09/2023,3,18:45:00,69,50,7,-3,-5,VIIe,29E6,135,0,NULL,NULL,1,90,8,4.5,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM1123BT,1,2,Beam Trawl Unspecified,15/12/2023,09:15:00,73,49,46,-3,-53,15/12/2023,4,11:45:00,71,49,47,-4,-1,VIIe,28E6,150,0,NULL,NULL,1,80,8,6,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM1123BT,2,2,Beam Trawl Unspecified,15/12/2023,12:00:00,72,49,45,-4,-6,15/12/2023,4,14:30:00,73,49,48,-4,-19,VIIe,28E5,150,0,NULL,NULL,1,80,8,6,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM1123BT,3,2,Beam Trawl Unspecified,16/12/2023,09:30:00,76,49,49,-4,-20,16/12/2023,4,12:00:00,75,49,47,-4,-24,VIIe,28E5,150,0,NULL,NULL,1,80,8,6,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM1123BT,4,2,Beam Trawl Unspecified,16/12/2023,12:15:00,73,49,46,-4,-24,16/12/2023,4,14:45:00,75,49,48,-4,-25,VIIe,28E5,150,0,NULL,NULL,1,80,8,6,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM1123BT,5,2,Beam Trawl Unspecified,17/12/2023,07:30:00,74,49,50,-4,-19,17/12/2023,4,10:00:00,75,49,50,-4,-12,VIIe,28E5,150,0,NULL,NULL,1,80,8,6,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM1123BT,6,2,Beam Trawl Unspecified,17/12/2023,13:00:00,67,49,56,-3,-59,17/12/2023,4,15:30:00,67,49,58,-4,-11,VIIe,28E6,150,0,NULL,NULL,1,80,8,6,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM1123BT,7,2,Beam Trawl Unspecified,18/12/2023,08:30:00,71,49,52,-3,-29,18/12/2023,4,11:15:00,71,49,51,-3,-12,VIIe,28E6,165,0,NULL,NULL,1,80,8,6,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM1123BT,8,2,Beam Trawl Unspecified,18/12/2023,14:30:00,62,49,59,-3,-3,18/12/2023,4,17:00:00,66,49,59,-3,-16,VIIe,28E6,150,0,NULL,NULL,1,80,8,6,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM423OT,1,45,Twin Otter Trawl,26/10/2023,06:15:00,51,50,22,-3,-7,26/10/2023,4,10:45:00,51,50,23,-2,-46,VIIe,29E6,270,0,NULL,NULL,NULL,100,8,5,NULL,73,NULL,198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM423OT,2,45,Twin Otter Trawl,26/10/2023,11:15:00,51,50,23,-2,-46,26/10/2023,4,16:45:00,57,50,22,-3,-4,VIIe,29E7,330,0,NULL,NULL,NULL,100,8,5,NULL,73,NULL,198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM523OT,1,24,Otter Trawl Unspecified,15/12/2023,05:45:00,53,50,18,-3,-19,15/12/2023,4,11:00:00,38,50,30,-3,-6,VIIe,29E6,315,0,NULL,NULL,NULL,87,8,5,NULL,NULL,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BM523OT,2,24,Otter Trawl Unspecified,15/12/2023,11:30:00,38,50,30,-3,-6,15/12/2023,4,16:15:00,45,50,23,-3,-23,VIIe,30E6,285,0,NULL,NULL,NULL,87,8,5,NULL,NULL,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
BR723GN,1,10,Gill Net,28/11/2023,06:30:00,9,50,49,0,-10,29/11/2023,4,06:50:00,9,50,49,0,-10,VIId,30E9,1460,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,NULL,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
BR723GN,2,10,Gill Net,28/11/2023,07:00:00,9,50,49,0,-10,29/11/2023,4,07:20:00,9,50,49,0,-9,VIId,30E9,1460,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,NULL,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
BR723GN,3,10,Gill Net,28/11/2023,07:30:00,9,50,49,0,-9,29/11/2023,4,07:50:00,9,50,48,0,-9,VIId,30E9,1460,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,NULL,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
BR723GN,4,10,Gill Net,28/11/2023,08:15:00,9,50,48,0,-9,29/11/2023,4,08:30:00,9,50,48,0,-8,VIId,30E9,1455,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,NULL,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
BR723GN,5,10,Gill Net,28/11/2023,08:45:00,9,50,48,0,-8,29/11/2023,4,09:00:00,9,50,48,0,-8,VIId,30E9,1455,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,NULL,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
BR723GN,6,10,Gill Net,28/11/2023,09:20:00,9,50,49,0,-7,29/11/2023,4,09:35:00,9,50,49,0,-7,VIId,30E9,1455,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,NULL,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
BR723GN,7,10,Gill Net,28/11/2023,10:00:00,9,50,49,0,-7,29/11/2023,4,10:20:00,9,50,48,0,-7,VIId,30E9,1460,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,NULL,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
EX323HL,1,13,Hand Lines,15/08/2023,06:15:00,18,50,36,-3,-22,15/08/2023,3,07:30:00,18,50,36,-3,-22,VIIe,30E6,75,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
EX323HL,2,13,Hand Lines,15/08/2023,07:47:00,36,50,33,-3,-15,15/08/2023,3,08:08:00,36,50,33,-3,-15,VIIe,30E6,21,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
EX323HL,3,13,Hand Lines,15/08/2023,08:12:00,27,50,32,-3,-14,15/08/2023,3,11:30:00,27,50,32,-3,-14,VIIe,30E6,198,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
EX323HL,4,13,Hand Lines,15/08/2023,11:34:00,27,50,33,-3,-15,15/08/2023,3,11:49:00,27,50,33,-3,-15,VIIe,30E6,15,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
EX323HL,5,13,Hand Lines,15/08/2023,11:55:00,31,50,34,-3,-14,15/08/2023,3,12:07:00,31,50,34,-3,-14,VIIe,30E6,12,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
EX323HL,6,13,Hand Lines,15/08/2023,12:17:00,30,50,37,-3,-14,15/08/2023,3,12:53:00,30,50,37,-3,-14,VIIe,30E6,36,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
EX323HL,7,13,Hand Lines,15/08/2023,13:08:00,36,50,33,-3,-15,15/08/2023,3,13:22:00,36,50,33,-3,-15,VIIe,30E6,14,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
EX323HL,8,13,Hand Lines,15/08/2023,13:28:00,36,50,32,-3,-14,15/08/2023,3,14:58:00,36,50,32,-3,-14,VIIe,30E6,90,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
EX323HL,9,13,Hand Lines,15/08/2023,15:17:00,15,50,35,-3,-19,15/08/2023,3,15:26:00,15,50,35,-3,-19,VIIe,30E6,9,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
HD323GN,1,39,Tangle Net,17/11/2023,09:30:00,83,49,53,-5,-2,22/11/2023,4,07:05:00,86,49,53,-5,0,VIIe,28E4,7055,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,2195,1,0.63,0.5,2195,NULL,NULL,NULL,NULL,NULL,NULL,2195,NULL,NULL,286,10.5,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
HD323GN,2,39,Tangle Net,17/11/2023,11:30:00,85,49,52,-5,0,22/11/2023,4,09:45:00,90,49,52,-4,-57,VIIe,28E5,7095,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,2195,1,0.63,0.5,2195,NULL,NULL,NULL,NULL,NULL,NULL,2195,NULL,NULL,286,10.5,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
HD323GN,3,39,Tangle Net,17/11/2023,13:00:00,88,49,53,-4,-58,22/11/2023,4,13:35:00,81,49,53,-4,-56,VIIe,28E5,7235,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,2195,1,0.63,0.5,2195,NULL,NULL,NULL,NULL,NULL,NULL,2195,NULL,NULL,286,10.5,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
HD423GN,1,41,Trammel Net,27/11/2023,09:00:00,14,50,5,-5,-4,28/11/2023,4,03:50:00,14,50,5,-5,-4,VIIe,29E4,1130,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,560,2,0.4,0.5,560,NULL,NULL,140,NULL,NULL,NULL,560,NULL,NULL,NULL,20,2.5,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,300,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
HD423GN,2,41,Trammel Net,27/11/2023,09:45:00,31,50,6,-5,-2,28/11/2023,4,06:10:00,31,50,6,-5,-2,VIIe,29E4,1225,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,2,0.4,0.5,560,NULL,NULL,140,NULL,NULL,NULL,560,NULL,NULL,NULL,20,2.5,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,300,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
HD423GN,3,10,Gill Net,28/11/2023,04:30:00,17,50,7,-5,0,28/11/2023,4,07:10:00,17,50,7,-5,0,VIIe,29E5,160,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,300,2,0.35,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,NULL,NULL,70,40,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
HD423GN,4,10,Gill Net,28/11/2023,04:40:00,24,50,7,-4,-59,28/11/2023,4,07:50:00,24,50,7,-4,-59,VIIe,29E5,190,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,300,2,0.35,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,NULL,NULL,70,40,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
HD423GN,5,10,Gill Net,28/11/2023,04:50:00,24,50,6,-4,-59,28/11/2023,4,08:22:00,24,50,6,-4,-59,VIIe,29E5,212,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,300,2,0.35,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,NULL,NULL,70,40,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
HD423GN,6,10,Gill Net,28/11/2023,05:00:00,15,50,7,-4,-59,28/11/2023,4,09:05:00,16,50,7,-4,-59,VIIe,29E5,245,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,300,2,0.35,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,NULL,NULL,70,40,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
HD423GN,7,10,Gill Net,28/11/2023,05:10:00,13,50,7,-5,0,28/11/2023,4,09:46:00,13,50,7,-5,0,VIIe,29E5,276,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,300,2,0.35,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,NULL,NULL,70,40,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
HD423GN,8,41,Trammel Net,27/11/2023,09:30:00,9,50,5,-5,-4,28/11/2023,4,11:00:00,9,50,5,-5,-4,VIIe,29E4,1530,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,560,2,0.4,0.5,560,NULL,NULL,140,NULL,NULL,NULL,560,NULL,NULL,NULL,20,2.5,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,300,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LE423OT,1,24,Otter Trawl Unspecified,26/10/2023,05:45:00,60,50,9,-4,-27,26/10/2023,4,10:45:00,60,50,7,-4,-28,VIIe,29E5,300,0,NULL,NULL,NULL,100,8,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LE423OT,2,24,Otter Trawl Unspecified,26/10/2023,11:09:00,60,50,8,-4,-29,26/10/2023,4,15:20:00,60,50,8,-4,-31,VIIe,29E5,251,0,NULL,NULL,NULL,100,8,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LN223OT,1,24,Otter Trawl Unspecified,11/11/2023,07:25:00,11.6,50,43,-1,-31,11/11/2023,4,07:55:00,12,50,43,-1,-33,VIId,30E8,30,0,NULL,NULL,NULL,82,8,2.5,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LN223OT,2,24,Otter Trawl Unspecified,11/11/2023,08:10:00,12.5,50,43,-1,-33,11/11/2023,4,09:00:00,9.8,50,44,-1,-30,VIId,30E8,50,0,NULL,NULL,NULL,82,8,2.5,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LN223OT,3,24,Otter Trawl Unspecified,11/11/2023,10:00:00,23,50,39,-1,-36,11/11/2023,4,12:30:00,18.3,50,39,-1,-34,VIId,30E8,150,0,NULL,NULL,NULL,82,8,2.5,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LN223OT,4,24,Otter Trawl Unspecified,11/11/2023,12:45:00,22.3,50,39,-1,-35,11/11/2023,4,15:45:00,21,50,39,-1,-35,VIId,30E8,180,0,NULL,NULL,NULL,82,8,2.5,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
